dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
nfcorpus,0,PLAIN-1028,dibud,1,48,24,24,3,4
nfcorpus,0,PLAIN-1028,dibud,1,50,25,25,4,5
nfcorpus,0,PLAIN-1028,dibud,1,70,35,35,5,6
nfcorpus,0,PLAIN-1028,dibud,1,84,42,42,6,7
nfcorpus,0,PLAIN-1028,dibud,1,86,43,43,7,8
nfcorpus,0,PLAIN-1028,dibud,1,92,43,49,8,9
nfcorpus,0,PLAIN-1028,dibud,1,109,51,58,9,10
nfcorpus,0,PLAIN-1028,dibud,1,160,75,85,10,11
nfcorpus,0,PLAIN-1028,dibud,1,193,90,103,11,12
nfcorpus,0,PLAIN-1028,dibud,1,234,109,125,12,13
nfcorpus,0,PLAIN-1028,dibud,1,270,125,145,13,14
nfcorpus,0,PLAIN-1028,dibud,1,274,125,149,14,15
nfcorpus,0,PLAIN-1028,dibud,1,308,125,183,15,16
nfcorpus,0,PLAIN-1028,dibud,1,397,157,240,16,17
nfcorpus,0,PLAIN-1028,dibud,1,423,183,240,17,18
nfcorpus,0,PLAIN-1028,dibud,1,545,298,247,18,19
nfcorpus,0,PLAIN-1028,dibud,1,554,298,256,19,20
nfcorpus,0,PLAIN-1028,dibud,1,571,298,273,20,21
nfcorpus,0,PLAIN-1028,dibud,1,572,298,274,21,22
nfcorpus,0,PLAIN-1028,dibud,1,642,298,344,22,23
nfcorpus,0,PLAIN-1028,dibud,1,674,298,376,23,24
nfcorpus,0,PLAIN-1028,dibud,1,695,298,397,24,25
nfcorpus,0,PLAIN-1028,dibud,1,736,311,425,25,26
nfcorpus,0,PLAIN-1028,dibud,1,759,319,440,26,27
nfcorpus,0,PLAIN-1028,dibud,1,787,329,458,27,28
nfcorpus,0,PLAIN-1028,dibud,1,994,401,593,28,29
nfcorpus,0,PLAIN-1028,dibud,1,1099,435,664,29,30
nfcorpus,0,PLAIN-1028,dibud,1,1305,498,807,30,31
nfcorpus,0,PLAIN-1028,dibud,1,1313,500,813,31,32
nfcorpus,0,PLAIN-1028,dibud,1,1487,549,938,32,33
nfcorpus,0,PLAIN-1028,dibud,1,1614,583,1031,33,34
nfcorpus,0,PLAIN-1028,dibud,1,2123,930,1193,34,35
nfcorpus,0,PLAIN-1028,dibud,1,2313,1120,1193,35,36
nfcorpus,0,PLAIN-1028,dibud,1,2697,1504,1193,36,37
nfcorpus,0,PLAIN-1028,dibud,1,2830,1637,1193,37,38
nfcorpus,0,PLAIN-1028,dibud,1,2852,1659,1193,38,50
nfcorpus,0,PLAIN-1028,dibud,1,2860,1667,1193,50,72
nfcorpus,0,PLAIN-1028,dibud,1,2970,1777,1193,72,81
nfcorpus,0,PLAIN-1028,dibud,1,3158,1965,1193,81,88
nfcorpus,0,PLAIN-1028,dibud,1,3516,2323,1193,88,100
nfcorpus,0,PLAIN-1028,balanced,1,14,7,7,0,1
nfcorpus,0,PLAIN-1028,balanced,1,32,16,16,1,2
nfcorpus,0,PLAIN-1028,balanced,1,46,23,23,2,3
nfcorpus,0,PLAIN-1028,balanced,1,48,24,24,3,4
nfcorpus,0,PLAIN-1028,balanced,1,50,25,25,4,5
nfcorpus,0,PLAIN-1028,balanced,1,70,35,35,5,6
nfcorpus,0,PLAIN-1028,balanced,1,84,42,42,6,7
nfcorpus,0,PLAIN-1028,balanced,1,86,43,43,7,8
nfcorpus,0,PLAIN-1028,balanced,1,98,49,49,8,9
nfcorpus,0,PLAIN-1028,balanced,1,116,58,58,9,10
nfcorpus,0,PLAIN-1028,balanced,1,170,85,85,10,11
nfcorpus,0,PLAIN-1028,balanced,1,206,103,103,11,12
nfcorpus,0,PLAIN-1028,balanced,1,250,125,125,12,13
nfcorpus,0,PLAIN-1028,balanced,1,290,145,145,13,14
nfcorpus,0,PLAIN-1028,balanced,1,298,149,149,14,15
nfcorpus,0,PLAIN-1028,balanced,1,366,183,183,15,16
nfcorpus,0,PLAIN-1028,balanced,1,480,240,240,16,18
nfcorpus,0,PLAIN-1028,balanced,1,595,298,297,18,22
nfcorpus,0,PLAIN-1028,balanced,1,688,344,344,22,23
nfcorpus,0,PLAIN-1028,balanced,1,752,376,376,23,24
nfcorpus,0,PLAIN-1028,balanced,1,794,397,397,24,25
nfcorpus,0,PLAIN-1028,balanced,1,850,425,425,25,26
nfcorpus,0,PLAIN-1028,balanced,1,880,440,440,26,27
nfcorpus,0,PLAIN-1028,balanced,1,916,458,458,27,28
nfcorpus,0,PLAIN-1028,balanced,1,1186,593,593,28,29
nfcorpus,0,PLAIN-1028,balanced,1,1328,664,664,29,30
nfcorpus,0,PLAIN-1028,balanced,1,1614,807,807,30,31
nfcorpus,0,PLAIN-1028,balanced,1,1626,813,813,31,32
nfcorpus,0,PLAIN-1028,balanced,1,1876,938,938,32,33
nfcorpus,0,PLAIN-1028,balanced,1,2062,1031,1031,33,34
nfcorpus,0,PLAIN-1028,balanced,1,2386,1193,1193,34,36
nfcorpus,0,PLAIN-1028,balanced,1,2697,1504,1193,36,37
nfcorpus,0,PLAIN-1028,balanced,1,2830,1637,1193,37,38
nfcorpus,0,PLAIN-1028,balanced,1,2852,1659,1193,38,50
nfcorpus,0,PLAIN-1028,balanced,1,2860,1667,1193,50,72
nfcorpus,0,PLAIN-1028,balanced,1,2970,1777,1193,72,81
nfcorpus,0,PLAIN-1028,balanced,1,3158,1965,1193,81,88
nfcorpus,0,PLAIN-1028,balanced,1,3516,2323,1193,88,100
nfcorpus,0,PLAIN-1028,dibud,64,128,64,64,0,10
nfcorpus,0,PLAIN-1028,dibud,64,256,128,128,10,13
nfcorpus,0,PLAIN-1028,dibud,64,320,128,192,13,16
nfcorpus,0,PLAIN-1028,dibud,64,448,192,256,16,18
nfcorpus,0,PLAIN-1028,dibud,64,576,320,256,18,20
nfcorpus,0,PLAIN-1028,dibud,64,640,320,320,20,22
nfcorpus,0,PLAIN-1028,dibud,64,704,320,384,22,24
nfcorpus,0,PLAIN-1028,dibud,64,768,320,448,24,27
nfcorpus,0,PLAIN-1028,dibud,64,896,384,512,27,28
nfcorpus,0,PLAIN-1028,dibud,64,1088,448,640,28,29
nfcorpus,0,PLAIN-1028,dibud,64,1152,448,704,29,30
nfcorpus,0,PLAIN-1028,dibud,64,1344,512,832,30,32
nfcorpus,0,PLAIN-1028,dibud,64,1536,576,960,32,33
nfcorpus,0,PLAIN-1028,dibud,64,1728,640,1088,33,34
nfcorpus,0,PLAIN-1028,dibud,64,2176,983,1193,34,35
nfcorpus,0,PLAIN-1028,dibud,64,2368,1175,1193,35,36
nfcorpus,0,PLAIN-1028,dibud,64,2752,1559,1193,36,37
nfcorpus,0,PLAIN-1028,dibud,64,2880,1687,1193,37,72
nfcorpus,0,PLAIN-1028,dibud,64,3008,1815,1193,72,81
nfcorpus,0,PLAIN-1028,dibud,64,3200,2007,1193,81,88
nfcorpus,0,PLAIN-1028,dibud,64,3520,2327,1193,88,100
nfcorpus,0,PLAIN-1028,balanced,64,128,64,64,0,10
nfcorpus,0,PLAIN-1028,balanced,64,256,128,128,10,13
nfcorpus,0,PLAIN-1028,balanced,64,384,192,192,13,16
nfcorpus,0,PLAIN-1028,balanced,64,512,256,256,16,18
nfcorpus,0,PLAIN-1028,balanced,64,576,320,256,18,20
nfcorpus,0,PLAIN-1028,balanced,64,640,320,320,20,22
nfcorpus,0,PLAIN-1028,balanced,64,768,384,384,22,24
nfcorpus,0,PLAIN-1028,balanced,64,896,448,448,24,27
nfcorpus,0,PLAIN-1028,balanced,64,1024,512,512,27,28
nfcorpus,0,PLAIN-1028,balanced,64,1280,640,640,28,29
nfcorpus,0,PLAIN-1028,balanced,64,1408,704,704,29,30
nfcorpus,0,PLAIN-1028,balanced,64,1664,832,832,30,32
nfcorpus,0,PLAIN-1028,balanced,64,1920,960,960,32,33
nfcorpus,0,PLAIN-1028,balanced,64,2176,1088,1088,33,34
nfcorpus,0,PLAIN-1028,balanced,64,2409,1216,1193,34,36
nfcorpus,0,PLAIN-1028,balanced,64,2729,1536,1193,36,37
nfcorpus,0,PLAIN-1028,balanced,64,2857,1664,1193,37,50
nfcorpus,0,PLAIN-1028,balanced,64,2921,1728,1193,50,72
nfcorpus,0,PLAIN-1028,balanced,64,2985,1792,1193,72,81
nfcorpus,0,PLAIN-1028,balanced,64,3177,1984,1193,81,88
nfcorpus,0,PLAIN-1028,balanced,64,3561,2368,1193,88,100
nfcorpus,0,PLAIN-1039,dibud,1,2,1,1,0,1
nfcorpus,0,PLAIN-1039,dibud,1,4,2,2,1,2
nfcorpus,0,PLAIN-1039,dibud,1,58,29,29,2,3
nfcorpus,0,PLAIN-1039,dibud,1,84,42,42,3,4
nfcorpus,0,PLAIN-1039,dibud,1,102,51,51,4,5
nfcorpus,0,PLAIN-1039,dibud,1,106,53,53,5,6
nfcorpus,0,PLAIN-1039,dibud,1,110,55,55,6,7
nfcorpus,0,PLAIN-1039,dibud,1,112,56,56,7,8
nfcorpus,0,PLAIN-1039,dibud,1,122,61,61,8,9
nfcorpus,0,PLAIN-1039,dibud,1,156,78,78,9,10
nfcorpus,0,PLAIN-1039,dibud,1,186,93,93,10,11
nfcorpus,0,PLAIN-1039,dibud,1,216,108,108,11,12
nfcorpus,0,PLAIN-1039,dibud,1,225,113,112,12,13
nfcorpus,0,PLAIN-1039,dibud,1,227,113,114,13,14
nfcorpus,0,PLAIN-1039,dibud,1,230,113,117,14,15
nfcorpus,0,PLAIN-1039,dibud,1,314,151,163,15,16
nfcorpus,0,PLAIN-1039,dibud,1,324,156,168,16,17
nfcorpus,0,PLAIN-1039,dibud,1,356,171,185,17,18
nfcorpus,0,PLAIN-1039,dibud,1,479,228,251,18,19
nfcorpus,0,PLAIN-1039,dibud,1,482,231,251,19,20
nfcorpus,0,PLAIN-1039,dibud,1,494,243,251,20,21
nfcorpus,0,PLAIN-1039,dibud,1,507,256,251,21,22
nfcorpus,0,PLAIN-1039,dibud,1,527,276,251,22,23
nfcorpus,0,PLAIN-1039,dibud,1,554,303,251,23,28
nfcorpus,0,PLAIN-1039,dibud,1,560,303,257,28,29
nfcorpus,0,PLAIN-1039,dibud,1,561,303,258,29,30
nfcorpus,0,PLAIN-1039,dibud,1,612,321,291,30,31
nfcorpus,0,PLAIN-1039,dibud,1,677,356,321,31,32
nfcorpus,0,PLAIN-1039,dibud,1,729,385,344,32,33
nfcorpus,0,PLAIN-1039,dibud,1,731,386,345,33,34
nfcorpus,0,PLAIN-1039,dibud,1,739,390,349,34,35
nfcorpus,0,PLAIN-1039,dibud,1,780,413,367,35,36
nfcorpus,0,PLAIN-1039,dibud,1,794,413,381,36,37
nfcorpus,0,PLAIN-1039,dibud,1,822,413,409,37,38
nfcorpus,0,PLAIN-1039,dibud,1,834,417,417,38,39
nfcorpus,0,PLAIN-1039,dibud,1,876,438,438,39,40
nfcorpus,0,PLAIN-1039,dibud,1,936,468,468,40,41
nfcorpus,0,PLAIN-1039,dibud,1,956,478,478,41,42
nfcorpus,0,PLAIN-1039,dibud,1,1102,551,551,42,43
nfcorpus,0,PLAIN-1039,dibud,1,1154,602,552,43,44
nfcorpus,0,PLAIN-1039,dibud,1,1346,794,552,44,45
nfcorpus,0,PLAIN-1039,dibud,1,1450,898,552,45,46
nfcorpus,0,PLAIN-1039,dibud,1,1458,906,552,46,47
nfcorpus,0,PLAIN-1039,dibud,1,1513,961,552,47,48
nfcorpus,0,PLAIN-1039,dibud,1,1611,1059,552,48,49
nfcorpus,0,PLAIN-1039,dibud,1,1702,1150,552,49,50
nfcorpus,0,PLAIN-1039,dibud,1,1705,1153,552,50,51
nfcorpus,0,PLAIN-1039,dibud,1,1739,1187,552,51,83
nfcorpus,0,PLAIN-1039,dibud,1,1799,1247,552,83,84
nfcorpus,0,PLAIN-1039,dibud,1,1886,1334,552,84,85
nfcorpus,0,PLAIN-1039,dibud,1,2219,1667,552,85,94
nfcorpus,0,PLAIN-1039,dibud,1,2384,1832,552,94,95
nfcorpus,0,PLAIN-1039,dibud,1,2552,2000,552,95,100
nfcorpus,0,PLAIN-1039,balanced,1,2,1,1,0,1
nfcorpus,0,PLAIN-1039,balanced,1,4,2,2,1,2
nfcorpus,0,PLAIN-1039,balanced,1,58,29,29,2,3
nfcorpus,0,PLAIN-1039,balanced,1,84,42,42,3,4
nfcorpus,0,PLAIN-1039,balanced,1,102,51,51,4,5
nfcorpus,0,PLAIN-1039,balanced,1,106,53,53,5,6
nfcorpus,0,PLAIN-1039,balanced,1,110,55,55,6,7
nfcorpus,0,PLAIN-1039,balanced,1,112,56,56,7,8
nfcorpus,0,PLAIN-1039,balanced,1,122,61,61,8,9
nfcorpus,0,PLAIN-1039,balanced,1,156,78,78,9,10
nfcorpus,0,PLAIN-1039,balanced,1,186,93,93,10,11
nfcorpus,0,PLAIN-1039,balanced,1,216,108,108,11,12
nfcorpus,0,PLAIN-1039,balanced,1,225,113,112,12,13
nfcorpus,0,PLAIN-1039,balanced,1,228,114,114,13,14
nfcorpus,0,PLAIN-1039,balanced,1,234,117,117,14,15
nfcorpus,0,PLAIN-1039,balanced,1,326,163,163,15,16
nfcorpus,0,PLAIN-1039,balanced,1,336,168,168,16,17
nfcorpus,0,PLAIN-1039,balanced,1,370,185,185,17,18
nfcorpus,0,PLAIN-1039,balanced,1,502,251,251,18,21
nfcorpus,0,PLAIN-1039,balanced,1,511,256,255,21,22
nfcorpus,0,PLAIN-1039,balanced,1,551,276,275,22,23
nfcorpus,0,PLAIN-1039,balanced,1,605,303,302,23,30
nfcorpus,0,PLAIN-1039,balanced,1,641,321,320,30,31
nfcorpus,0,PLAIN-1039,balanced,1,711,356,355,31,32
nfcorpus,0,PLAIN-1039,balanced,1,769,385,384,32,33
nfcorpus,0,PLAIN-1039,balanced,1,771,386,385,33,34
nfcorpus,0,PLAIN-1039,balanced,1,779,390,389,34,35
nfcorpus,0,PLAIN-1039,balanced,1,825,413,412,35,38
nfcorpus,0,PLAIN-1039,balanced,1,834,417,417,38,39
nfcorpus,0,PLAIN-1039,balanced,1,876,438,438,39,40
nfcorpus,0,PLAIN-1039,balanced,1,936,468,468,40,41
nfcorpus,0,PLAIN-1039,balanced,1,956,478,478,41,42
nfcorpus,0,PLAIN-1039,balanced,1,1102,551,551,42,43
nfcorpus,0,PLAIN-1039,balanced,1,1154,602,552,43,44
nfcorpus,0,PLAIN-1039,balanced,1,1346,794,552,44,45
nfcorpus,0,PLAIN-1039,balanced,1,1450,898,552,45,46
nfcorpus,0,PLAIN-1039,balanced,1,1458,906,552,46,47
nfcorpus,0,PLAIN-1039,balanced,1,1513,961,552,47,48
nfcorpus,0,PLAIN-1039,balanced,1,1611,1059,552,48,49
nfcorpus,0,PLAIN-1039,balanced,1,1702,1150,552,49,50
nfcorpus,0,PLAIN-1039,balanced,1,1705,1153,552,50,51
nfcorpus,0,PLAIN-1039,balanced,1,1739,1187,552,51,83
nfcorpus,0,PLAIN-1039,balanced,1,1799,1247,552,83,84
nfcorpus,0,PLAIN-1039,balanced,1,1886,1334,552,84,85
nfcorpus,0,PLAIN-1039,balanced,1,2219,1667,552,85,94
nfcorpus,0,PLAIN-1039,balanced,1,2384,1832,552,94,95
nfcorpus,0,PLAIN-1039,balanced,1,2552,2000,552,95,100
nfcorpus,0,PLAIN-1039,dibud,64,128,64,64,0,9
nfcorpus,0,PLAIN-1039,dibud,64,256,128,128,9,15
nfcorpus,0,PLAIN-1039,dibud,64,384,192,192,15,18
nfcorpus,0,PLAIN-1039,dibud,64,512,256,256,18,22
nfcorpus,0,PLAIN-1039,dibud,64,576,320,256,22,28
nfcorpus,0,PLAIN-1039,dibud,64,640,320,320,28,30
nfcorpus,0,PLAIN-1039,dibud,64,704,384,320,30,31
nfcorpus,0,PLAIN-1039,dibud,64,768,384,384,31,32
nfcorpus,0,PLAIN-1039,dibud,64,832,448,384,32,37
nfcorpus,0,PLAIN-1039,dibud,64,896,448,448,37,40
nfcorpus,0,PLAIN-1039,dibud,64,1024,512,512,40,42
nfcorpus,0,PLAIN-1039,dibud,64,1128,576,552,42,43
nfcorpus,0,PLAIN-1039,dibud,64,1192,640,552,43,44
nfcorpus,0,PLAIN-1039,dibud,64,1384,832,552,44,45
nfcorpus,0,PLAIN-1039,dibud,64,1512,960,552,45,47
nfcorpus,0,PLAIN-1039,dibud,64,1576,1024,552,47,48
nfcorpus,0,PLAIN-1039,dibud,64,1640,1088,552,48,49
nfcorpus,0,PLAIN-1039,dibud,64,1704,1152,552,49,50
nfcorpus,0,PLAIN-1039,dibud,64,1768,1216,552,50,83
nfcorpus,0,PLAIN-1039,dibud,64,1832,1280,552,83,84
nfcorpus,0,PLAIN-1039,dibud,64,1896,1344,552,84,85
nfcorpus,0,PLAIN-1039,dibud,64,2240,1688,552,85,94
nfcorpus,0,PLAIN-1039,dibud,64,2432,1880,552,94,95
nfcorpus,0,PLAIN-1039,dibud,64,2560,2008,552,95,100
nfcorpus,0,PLAIN-1039,balanced,64,128,64,64,0,9
nfcorpus,0,PLAIN-1039,balanced,64,256,128,128,9,15
nfcorpus,0,PLAIN-1039,balanced,64,384,192,192,15,18
nfcorpus,0,PLAIN-1039,balanced,64,512,256,256,18,22
nfcorpus,0,PLAIN-1039,balanced,64,576,320,256,22,28
nfcorpus,0,PLAIN-1039,balanced,64,640,320,320,28,30
nfcorpus,0,PLAIN-1039,balanced,64,704,384,320,30,31
nfcorpus,0,PLAIN-1039,balanced,64,768,384,384,31,32
nfcorpus,0,PLAIN-1039,balanced,64,832,448,384,32,37
nfcorpus,0,PLAIN-1039,balanced,64,896,448,448,37,40
nfcorpus,0,PLAIN-1039,balanced,64,1024,512,512,40,42
nfcorpus,0,PLAIN-1039,balanced,64,1128,576,552,42,43
nfcorpus,0,PLAIN-1039,balanced,64,1192,640,552,43,44
nfcorpus,0,PLAIN-1039,balanced,64,1384,832,552,44,45
nfcorpus,0,PLAIN-1039,balanced,64,1512,960,552,45,47
nfcorpus,0,PLAIN-1039,balanced,64,1576,1024,552,47,48
nfcorpus,0,PLAIN-1039,balanced,64,1640,1088,552,48,49
nfcorpus,0,PLAIN-1039,balanced,64,1704,1152,552,49,50
nfcorpus,0,PLAIN-1039,balanced,64,1768,1216,552,50,83
nfcorpus,0,PLAIN-1039,balanced,64,1832,1280,552,83,84
nfcorpus,0,PLAIN-1039,balanced,64,1896,1344,552,84,85
nfcorpus,0,PLAIN-1039,balanced,64,2240,1688,552,85,94
nfcorpus,0,PLAIN-1039,balanced,64,2432,1880,552,94,95
nfcorpus,0,PLAIN-1039,balanced,64,2560,2008,552,95,100
nfcorpus,0,PLAIN-1050,dibud,1,307,291,16,0,1
nfcorpus,0,PLAIN-1050,dibud,1,318,302,16,1,2
nfcorpus,0,PLAIN-1050,dibud,1,660,644,16,2,4
nfcorpus,0,PLAIN-1050,dibud,1,1045,1029,16,4,5
nfcorpus,0,PLAIN-1050,dibud,1,1563,1547,16,5,7
nfcorpus,0,PLAIN-1050,dibud,1,1816,1800,16,7,8
nfcorpus,0,PLAIN-1050,dibud,1,1832,1816,16,8,22
nfcorpus,0,PLAIN-1050,dibud,1,2477,2461,16,22,23
nfcorpus,0,PLAIN-1050,dibud,1,3049,3033,16,23,28
nfcorpus,0,PLAIN-1050,dibud,1,3573,3557,16,28,100
nfcorpus,0,PLAIN-1050,balanced,1,307,291,16,0,1
nfcorpus,0,PLAIN-1050,balanced,1,318,302,16,1,2
nfcorpus,0,PLAIN-1050,balanced,1,660,644,16,2,4
nfcorpus,0,PLAIN-1050,balanced,1,1045,1029,16,4,5
nfcorpus,0,PLAIN-1050,balanced,1,1563,1547,16,5,7
nfcorpus,0,PLAIN-1050,balanced,1,1816,1800,16,7,8
nfcorpus,0,PLAIN-1050,balanced,1,1832,1816,16,8,22
nfcorpus,0,PLAIN-1050,balanced,1,2477,2461,16,22,23
nfcorpus,0,PLAIN-1050,balanced,1,3049,3033,16,23,28
nfcorpus,0,PLAIN-1050,balanced,1,3573,3557,16,28,100
nfcorpus,0,PLAIN-1050,dibud,64,320,304,16,0,2
nfcorpus,0,PLAIN-1050,dibud,64,704,688,16,2,4
nfcorpus,0,PLAIN-1050,dibud,64,1088,1072,16,4,5
nfcorpus,0,PLAIN-1050,dibud,64,1600,1584,16,5,7
nfcorpus,0,PLAIN-1050,dibud,64,1856,1840,16,7,22
nfcorpus,0,PLAIN-1050,dibud,64,2496,2480,16,22,23
nfcorpus,0,PLAIN-1050,dibud,64,3072,3056,16,23,28
nfcorpus,0,PLAIN-1050,dibud,64,3584,3568,16,28,100
nfcorpus,0,PLAIN-1050,balanced,64,320,304,16,0,2
nfcorpus,0,PLAIN-1050,balanced,64,704,688,16,2,4
nfcorpus,0,PLAIN-1050,balanced,64,1088,1072,16,4,5
nfcorpus,0,PLAIN-1050,balanced,64,1600,1584,16,5,7
nfcorpus,0,PLAIN-1050,balanced,64,1856,1840,16,7,22
nfcorpus,0,PLAIN-1050,balanced,64,2496,2480,16,22,23
nfcorpus,0,PLAIN-1050,balanced,64,3072,3056,16,23,28
nfcorpus,0,PLAIN-1050,balanced,64,3584,3568,16,28,100
nfcorpus,0,PLAIN-1066,dibud,1,55,37,18,0,1
nfcorpus,0,PLAIN-1066,dibud,1,120,102,18,1,2
nfcorpus,0,PLAIN-1066,dibud,1,562,544,18,2,3
nfcorpus,0,PLAIN-1066,dibud,1,693,675,18,3,4
nfcorpus,0,PLAIN-1066,dibud,1,1987,1969,18,4,7
nfcorpus,0,PLAIN-1066,dibud,1,2741,2723,18,7,8
nfcorpus,0,PLAIN-1066,dibud,1,2902,2884,18,8,26
nfcorpus,0,PLAIN-1066,dibud,1,3291,3273,18,26,29
nfcorpus,0,PLAIN-1066,dibud,1,3590,3572,18,29,100
nfcorpus,0,PLAIN-1066,balanced,1,55,37,18,0,1
nfcorpus,0,PLAIN-1066,balanced,1,120,102,18,1,2
nfcorpus,0,PLAIN-1066,balanced,1,562,544,18,2,3
nfcorpus,0,PLAIN-1066,balanced,1,693,675,18,3,4
nfcorpus,0,PLAIN-1066,balanced,1,1987,1969,18,4,7
nfcorpus,0,PLAIN-1066,balanced,1,2741,2723,18,7,8
nfcorpus,0,PLAIN-1066,balanced,1,2902,2884,18,8,26
nfcorpus,0,PLAIN-1066,balanced,1,3291,3273,18,26,29
nfcorpus,0,PLAIN-1066,balanced,1,3590,3572,18,29,100
nfcorpus,0,PLAIN-1066,dibud,64,82,64,18,0,1
nfcorpus,0,PLAIN-1066,dibud,64,128,110,18,1,2
nfcorpus,0,PLAIN-1066,dibud,64,576,558,18,2,3
nfcorpus,0,PLAIN-1066,dibud,64,704,686,18,3,4
nfcorpus,0,PLAIN-1066,dibud,64,2048,2030,18,4,7
nfcorpus,0,PLAIN-1066,dibud,64,2752,2734,18,7,8
nfcorpus,0,PLAIN-1066,dibud,64,2944,2926,18,8,26
nfcorpus,0,PLAIN-1066,dibud,64,3328,3310,18,26,29
nfcorpus,0,PLAIN-1066,dibud,64,3648,3630,18,29,100
nfcorpus,0,PLAIN-1066,balanced,64,82,64,18,0,1
nfcorpus,0,PLAIN-1066,balanced,64,128,110,18,1,2
nfcorpus,0,PLAIN-1066,balanced,64,576,558,18,2,3
nfcorpus,0,PLAIN-1066,balanced,64,704,686,18,3,4
nfcorpus,0,PLAIN-1066,balanced,64,2048,2030,18,4,7
nfcorpus,0,PLAIN-1066,balanced,64,2752,2734,18,7,8
nfcorpus,0,PLAIN-1066,balanced,64,2944,2926,18,8,26
nfcorpus,0,PLAIN-1066,balanced,64,3328,3310,18,26,29
nfcorpus,0,PLAIN-1066,balanced,64,3648,3630,18,29,100
nfcorpus,0,PLAIN-1088,dibud,1,4,2,2,0,2
nfcorpus,0,PLAIN-1088,dibud,1,5,3,2,2,3
nfcorpus,0,PLAIN-1088,dibud,1,6,4,2,3,4
nfcorpus,0,PLAIN-1088,dibud,1,7,5,2,4,5
nfcorpus,0,PLAIN-1088,dibud,1,8,6,2,5,6
nfcorpus,0,PLAIN-1088,dibud,1,9,7,2,6,7
nfcorpus,0,PLAIN-1088,dibud,1,10,8,2,7,8
nfcorpus,0,PLAIN-1088,dibud,1,11,9,2,8,9
nfcorpus,0,PLAIN-1088,dibud,1,12,10,2,9,10
nfcorpus,0,PLAIN-1088,dibud,1,13,11,2,10,11
nfcorpus,0,PLAIN-1088,dibud,1,14,12,2,11,12
nfcorpus,0,PLAIN-1088,dibud,1,15,13,2,12,13
nfcorpus,0,PLAIN-1088,dibud,1,16,14,2,13,14
nfcorpus,0,PLAIN-1088,dibud,1,17,15,2,14,15
nfcorpus,0,PLAIN-1088,dibud,1,18,16,2,15,16
nfcorpus,0,PLAIN-1088,dibud,1,19,17,2,16,17
nfcorpus,0,PLAIN-1088,dibud,1,20,18,2,17,18
nfcorpus,0,PLAIN-1088,dibud,1,21,19,2,18,19
nfcorpus,0,PLAIN-1088,dibud,1,22,20,2,19,20
nfcorpus,0,PLAIN-1088,dibud,1,23,21,2,20,21
nfcorpus,0,PLAIN-1088,dibud,1,24,22,2,21,22
nfcorpus,0,PLAIN-1088,dibud,1,25,23,2,22,23
nfcorpus,0,PLAIN-1088,dibud,1,26,24,2,23,24
nfcorpus,0,PLAIN-1088,dibud,1,27,25,2,24,25
nfcorpus,0,PLAIN-1088,dibud,1,28,26,2,25,26
nfcorpus,0,PLAIN-1088,dibud,1,29,27,2,26,27
nfcorpus,0,PLAIN-1088,dibud,1,30,28,2,27,28
nfcorpus,0,PLAIN-1088,dibud,1,31,29,2,28,29
nfcorpus,0,PLAIN-1088,dibud,1,32,30,2,29,30
nfcorpus,0,PLAIN-1088,dibud,1,33,31,2,30,31
nfcorpus,0,PLAIN-1088,dibud,1,34,32,2,31,32
nfcorpus,0,PLAIN-1088,dibud,1,35,33,2,32,33
nfcorpus,0,PLAIN-1088,dibud,1,36,34,2,33,34
nfcorpus,0,PLAIN-1088,dibud,1,37,35,2,34,35
nfcorpus,0,PLAIN-1088,dibud,1,38,36,2,35,36
nfcorpus,0,PLAIN-1088,dibud,1,39,37,2,36,37
nfcorpus,0,PLAIN-1088,dibud,1,40,38,2,37,38
nfcorpus,0,PLAIN-1088,dibud,1,41,39,2,38,39
nfcorpus,0,PLAIN-1088,dibud,1,42,40,2,39,40
nfcorpus,0,PLAIN-1088,dibud,1,43,41,2,40,41
nfcorpus,0,PLAIN-1088,dibud,1,44,42,2,41,42
nfcorpus,0,PLAIN-1088,dibud,1,45,43,2,42,43
nfcorpus,0,PLAIN-1088,dibud,1,46,44,2,43,44
nfcorpus,0,PLAIN-1088,dibud,1,47,45,2,44,45
nfcorpus,0,PLAIN-1088,dibud,1,48,46,2,45,46
nfcorpus,0,PLAIN-1088,dibud,1,49,47,2,46,47
nfcorpus,0,PLAIN-1088,dibud,1,50,48,2,47,48
nfcorpus,0,PLAIN-1088,dibud,1,51,49,2,48,49
nfcorpus,0,PLAIN-1088,dibud,1,52,50,2,49,50
nfcorpus,0,PLAIN-1088,dibud,1,53,51,2,50,51
nfcorpus,0,PLAIN-1088,dibud,1,54,52,2,51,52
nfcorpus,0,PLAIN-1088,dibud,1,55,53,2,52,53
nfcorpus,0,PLAIN-1088,dibud,1,56,54,2,53,54
nfcorpus,0,PLAIN-1088,dibud,1,57,55,2,54,55
nfcorpus,0,PLAIN-1088,dibud,1,58,56,2,55,56
nfcorpus,0,PLAIN-1088,dibud,1,59,57,2,56,57
nfcorpus,0,PLAIN-1088,dibud,1,60,58,2,57,58
nfcorpus,0,PLAIN-1088,dibud,1,61,59,2,58,59
nfcorpus,0,PLAIN-1088,dibud,1,62,60,2,59,60
nfcorpus,0,PLAIN-1088,dibud,1,63,61,2,60,61
nfcorpus,0,PLAIN-1088,dibud,1,64,62,2,61,62
